id_word,Spelling,wlen,Frequency,DomPoS,meaning,path
2428,quit,4,4.108,verb,renunciar,images/words/2428.webp
2429,quest,5,4.107,noun,búsqueda,images/words/2429.webp
2430,assault,7,4.107,noun,asalto,images/words/2430.webp
2431,settlement,10,4.107,noun,acuerdo,images/words/2431.webp
2432,cruel,5,4.106,adjective,cruel,images/words/2432.webp
2433,lend,4,4.105,verb,prestar,images/words/2433.webp
2434,deck,4,4.105,noun,cubierta,images/words/2434.webp
2435,exam,4,4.105,noun,examen,images/words/2435.webp
2436,feast,5,4.105,noun,fiesta,images/words/2436.webp
2437,fiction,7,4.105,noun,ficción,images/words/2437.webp
2438,cigarette,9,4.105,noun,cigarrillo,images/words/2438.webp
2439,suggestion,10,4.105,noun,sugerencia,images/words/2439.webp
2440,conservation,12,4.105,noun,conservación,images/words/2440.webp
2441,wardrobe,8,4.104,noun,armario,images/words/2441.webp
2442,stability,9,4.104,noun,estabilidad,images/words/2442.webp
2443,porcelain,9,4.104,noun,porcelana,images/words/2443.webp
2444,conclusion,10,4.104,noun,conclusión,images/words/2444.webp
2445,soap,4,4.104,noun,jabón,images/words/2445.webp
2446,iconic,6,4.104,adjective,icónico/icónica,images/words/2446.webp
2447,beg,3,4.103,verb,mendigar,images/words/2447.webp
2448,epic,4,4.103,noun,épico,images/words/2448.webp
2449,wound,5,4.103,noun,herida,images/words/2449.webp
2450,marketing,9,4.103,noun,marketing,images/words/2450.webp
2451,conversion,10,4.102,noun,conversión,images/words/2451.webp
2452,skip,4,4.102,verb,saltar,images/words/2452.webp
2453,biscuit,7,4.102,noun,galleta,images/words/2453.webp
2454,fitting,7,4.102,adjective,apropiado/apropiada,images/words/2454.webp
2455,cotton,6,4.101,noun,algodón,images/words/2455.webp
2456,strict,6,4.101,adjective,estricto/estricta,images/words/2456.webp
2457,supplies,8,4.101,noun,suministros,images/words/2457.webp
2458,procedure,9,4.101,noun,procedimiento,images/words/2458.webp
2459,sixth,5,4.1,adjective,sexto/sexta,images/words/2459.webp
2460,poetry,6,4.1,noun,poesía,images/words/2460.webp
2461,amateur,7,4.1,adjective,aficionado/aficionada,images/words/2461.webp
2462,branch,6,4.099,noun,rama,images/words/2462.webp
2463,crop,4,4.098,noun,cosecha,images/words/2463.webp
2464,useless,7,4.098,adjective,inútil,images/words/2464.webp
2465,loo,3,4.097,noun,baño,images/words/2465.webp
2466,wrap,4,4.097,verb,envolver,images/words/2466.webp
2467,dozen,5,4.097,noun,docena,images/words/2467.webp
2468,exotic,6,4.097,adjective,exótico/exótica,images/words/2468.webp
2469,envelope,8,4.097,noun,sobre,images/words/2469.webp
2470,apartment,9,4.097,noun,apartamento,images/words/2470.webp
2471,destination,11,4.097,noun,destino,images/words/2471.webp
2472,reference,9,4.096,noun,referencia,images/words/2472.webp
2473,horn,4,4.096,noun,cuerno,images/words/2473.webp
2474,firing,6,4.096,noun,despido,images/words/2474.webp
2475,pity,4,4.095,noun,lástima,images/words/2475.webp
2476,debut,5,4.095,noun,debut,images/words/2476.webp
2477,gardening,9,4.095,noun,jardinería,images/words/2477.webp
2478,voluntary,9,4.095,adjective,voluntario/voluntaria,images/words/2478.webp
2479,intelligent,11,4.095,adjective,inteligente,images/words/2479.webp
2480,announce,8,4.094,verb,anunciar,images/words/2480.webp
2481,whisky,6,4.094,noun,whisky,images/words/2481.webp
2482,robot,5,4.093,noun,robot,images/words/2482.webp
2483,decorative,10,4.093,adjective,decorativo/decorativa,images/words/2483.webp
2484,existence,9,4.092,noun,existencia,images/words/2484.webp
2485,suspicious,10,4.092,adjective,sospechoso/sospechosa,images/words/2485.webp
2486,restoration,11,4.092,noun,restauración,images/words/2486.webp
2487,log,3,4.092,verb,tronco,images/words/2487.webp
2488,beep,4,4.092,noun,pitido,images/words/2488.webp
2489,sword,5,4.092,noun,espada,images/words/2489.webp
2490,risky,5,4.092,adjective,arriesgado/arriesgada,images/words/2490.webp
2491,cruise,6,4.092,noun,crucero,images/words/2491.webp
2492,tuition,7,4.091,noun,matrícula,images/words/2492.webp
2493,article,7,4.091,noun,artículo,images/words/2493.webp
2494,homeless,8,4.091,adjective,sin hogar,images/words/2494.webp
2495,producer,8,4.09,noun,productor/productora,images/words/2495.webp
2496,privilege,9,4.09,noun,privilegio,images/words/2496.webp
2497,affordable,10,4.09,adjective,asequible,images/words/2497.webp
2498,demonstrate,11,4.09,verb,demostrar,images/words/2498.webp
2499,prosecution,11,4.09,noun,fiscalía,images/words/2499.webp
2500,ugh,3,4.09,noun,uf,images/words/2500.webp
2501,scan,4,4.09,verb,escanear,images/words/2501.webp
2502,elite,5,4.09,adjective,élite,images/words/2502.webp
2503,ass,3,4.089,noun,culo,images/words/2503.webp
2504,lamp,4,4.089,noun,lámpara,images/words/2504.webp
2505,romance,7,4.089,noun,romance,images/words/2505.webp
2506,memorial,8,4.089,noun,memorial,images/words/2506.webp
2507,invention,9,4.088,noun,invención,images/words/2507.webp
2508,electoral,9,4.088,adjective,electoral,images/words/2508.webp
2509,phenomenal,10,4.088,adjective,fenomenal,images/words/2509.webp
2510,poet,4,4.088,noun,poeta,images/words/2510.webp
2511,bitch,5,4.088,noun,perra,images/words/2511.webp
2512,tooth,5,4.088,noun,diente,images/words/2512.webp
2513,pirate,6,4.088,noun,pirata,images/words/2513.webp
2514,verdict,7,4.088,noun,veredicto,images/words/2514.webp
2515,random,6,4.087,adjective,aleatorio/aleatoria,images/words/2515.webp
2516,lime,4,4.086,noun,lima,images/words/2516.webp
2517,scientist,9,4.086,noun,científico/científica,images/words/2517.webp
2518,resolution,10,4.086,noun,resolución,images/words/2518.webp
2519,lobster,7,4.085,noun,bogavante/langosta,images/words/2519.webp
2520,edition,7,4.084,noun,edición,images/words/2520.webp
2521,dreadful,8,4.084,adjective,espantoso/espantosa,images/words/2521.webp
2522,prisoner,8,4.084,noun,prisionero/prisionera,images/words/2522.webp
2523,consistent,10,4.084,adjective,consistente,images/words/2523.webp
2524,relevant,8,4.083,adjective,relevante,images/words/2524.webp
2525,continent,9,4.083,noun,continente,images/words/2525.webp
2526,whip,4,4.083,noun,látigo,images/words/2526.webp
2527,handful,7,4.083,noun,puñado,images/words/2527.webp
2528,coconut,7,4.083,noun,coco,images/words/2528.webp
2529,crunch,6,4.082,noun,crujido,images/words/2529.webp
2530,fog,3,4.081,noun,niebla,images/words/2530.webp
2531,spinning,8,4.081,adjective,giratorio/giratoria,images/words/2531.webp
2532,negotiate,9,4.08,verb,negociar,images/words/2532.webp
2533,boil,4,4.08,noun,hervir,images/words/2533.webp
2534,tense,5,4.08,adjective,tenso/tensa,images/words/2534.webp
2535,queue,5,4.08,noun,cola,images/words/2535.webp
2536,apology,7,4.079,noun,disculpa,images/words/2536.webp
2537,restore,7,4.079,verb,restaurar,images/words/2537.webp
2538,entertaining,12,4.079,adjective,entretenido/entretenida,images/words/2538.webp
2539,signature,9,4.078,noun,firma,images/words/2539.webp
2540,toe,3,4.078,noun,dedo del pie,images/words/2540.webp
2541,carrot,6,4.078,noun,zanahoria,images/words/2541.webp
2542,prayer,6,4.078,noun,oración,images/words/2542.webp
2543,promote,7,4.078,verb,promover,images/words/2543.webp
2544,smash,5,4.077,verb,romper,images/words/2544.webp
2545,cannon,6,4.077,noun,cañón,images/words/2545.webp
2546,conduct,7,4.077,verb,conducir,images/words/2546.webp
2547,vinegar,7,4.077,noun,vinagre,images/words/2547.webp
2548,suspicion,9,4.077,noun,sospecha,images/words/2548.webp
2549,minority,8,4.076,noun,minoría,images/words/2549.webp
2550,rub,3,4.076,verb,frotar,images/words/2550.webp
2551,bullet,6,4.076,noun,bala,images/words/2551.webp
2552,helmet,6,4.076,noun,casco,images/words/2552.webp
2553,recall,6,4.076,verb,recordar,images/words/2553.webp
2554,tourism,7,4.076,noun,turismo,images/words/2554.webp
2555,file,4,4.075,noun,archivo,images/words/2555.webp
2556,grief,5,4.075,noun,dolor,images/words/2556.webp
2557,circus,6,4.075,noun,circo,images/words/2557.webp
2558,sequence,8,4.075,noun,secuencia,images/words/2558.webp
2559,conscious,9,4.075,adjective,consciente,images/words/2559.webp
2560,architect,9,4.074,noun,arquitecto/arquitecta,images/words/2560.webp
2561,stranger,8,4.073,noun,extraño/extraña,images/words/2561.webp
2562,paradise,8,4.073,noun,paraíso,images/words/2562.webp
2563,maintenance,11,4.073,noun,mantenimiento,images/words/2563.webp
2564,loft,4,4.073,noun,ático,images/words/2564.webp
2565,lazy,4,4.073,adjective,perezoso/perezosa,images/words/2565.webp
2566,bug,3,4.072,noun,bicho,images/words/2566.webp
2567,bury,4,4.072,verb,enterrar,images/words/2567.webp
2568,doll,4,4.072,noun,muñeca,images/words/2568.webp
2569,tool,4,4.072,noun,herramienta,images/words/2569.webp
2570,script,6,4.072,noun,guion,images/words/2570.webp
2571,singles,7,4.072,noun,solteros/solteras,images/words/2571.webp
2572,globe,5,4.071,noun,globo,images/words/2572.webp
2573,sample,6,4.071,noun,muestra,images/words/2573.webp
2574,certificate,11,4.071,noun,certificado,images/words/2574.webp
2575,destruction,11,4.071,noun,destrucción,images/words/2575.webp
2576,collector,9,4.07,noun,coleccionista,images/words/2576.webp
2577,owl,3,4.07,noun,búho,images/words/2577.webp
2578,entry,5,4.069,noun,entrada,images/words/2578.webp
2579,volume,6,4.069,noun,volumen,images/words/2579.webp
2580,salary,6,4.069,noun,salario,images/words/2580.webp
2581,suitable,8,4.069,adjective,adecuado/adecuada,images/words/2581.webp
2582,planting,8,4.069,noun,plantación,images/words/2582.webp
2583,relative,8,4.068,adjective,relativo/relativa,images/words/2583.webp
2584,lorry,5,4.068,noun,camión,images/words/2584.webp
2585,attend,6,4.068,verb,asistir,images/words/2585.webp
2586,involve,7,4.068,verb,involucrar,images/words/2586.webp
2587,monitor,7,4.067,verb,monitorizar,images/words/2587.webp
2588,diving,6,4.066,noun,buceo,images/words/2588.webp
2589,cabbage,7,4.066,noun,repollo,images/words/2589.webp
2590,mustard,7,4.066,noun,mostaza,images/words/2590.webp
2591,preparation,11,4.066,noun,preparación,images/words/2591.webp
2592,mysterious,10,4.065,adjective,misterioso/misteriosa,images/words/2592.webp
2593,sweat,5,4.065,noun,sudor,images/words/2593.webp
2594,treaty,6,4.064,noun,tratado,images/words/2594.webp
2595,request,7,4.064,noun,solicitud,images/words/2595.webp
2596,strategic,9,4.064,adjective,estratégico/estratégica,images/words/2596.webp
2597,exclusive,9,4.064,adjective,exclusivo/exclusiva,images/words/2597.webp
2598,freak,5,4.063,noun,fenómeno,images/words/2598.webp
2599,refer,5,4.063,verb,referirse,images/words/2599.webp
2600,rubber,6,4.063,noun,goma,images/words/2600.webp
2601,caravan,7,4.063,noun,caravana,images/words/2601.webp
2602,cent,4,4.062,noun,centavo,images/words/2602.webp
2603,click,5,4.062,noun,clic,images/words/2603.webp
2604,terror,6,4.062,noun,terror,images/words/2604.webp
2605,function,8,4.062,noun,función,images/words/2605.webp
2606,complaint,9,4.062,noun,queja,images/words/2606.webp
2607,fortunate,9,4.062,adjective,afortunado/afortunada,images/words/2607.webp
2608,terrorism,9,4.062,noun,terrorismo,images/words/2608.webp
2609,punishment,10,4.062,noun,castigo,images/words/2609.webp
2610,campaigning,11,4.062,noun,campaña,images/words/2610.webp
2611,ma'am,5,4.061,noun,señora,images/words/2611.webp
2612,tan,3,4.06,noun,bronceado,images/words/2612.webp
2613,craft,5,4.06,noun,artesanía,images/words/2613.webp
2614,replacement,11,4.06,noun,reemplazo,images/words/2614.webp
2615,recommend,9,4.059,verb,recomendar,images/words/2615.webp
2616,burden,6,4.059,noun,carga,images/words/2616.webp
2617,chapel,6,4.059,noun,capilla,images/words/2617.webp
2618,barrel,6,4.059,noun,barril,images/words/2618.webp
2619,jug,3,4.058,noun,jarra,images/words/2619.webp
2620,bean,4,4.058,noun,frijol,images/words/2620.webp
2621,ivory,5,4.058,noun,marfil,images/words/2621.webp
2622,intend,6,4.058,verb,tener la intención,images/words/2622.webp
2623,quirky,6,4.058,adjective,peculiar,images/words/2623.webp
2624,uncertainty,11,4.058,noun,incertidumbre,images/words/2624.webp
2625,complain,8,4.057,verb,quejarse,images/words/2625.webp
2626,explanation,11,4.057,noun,explicación,images/words/2626.webp
2627,badge,5,4.057,noun,insignia,images/words/2627.webp
2628,tender,6,4.057,noun,licitación,images/words/2628.webp
2629,precise,7,4.057,adjective,preciso/precisa,images/words/2629.webp
2630,hay,3,4.056,noun,heno,images/words/2630.webp
2631,sore,4,4.056,adjective,dolorido/dolorida,images/words/2631.webp
2632,witch,5,4.056,noun,bruja,images/words/2632.webp
2633,patience,8,4.056,noun,paciencia,images/words/2633.webp
2634,resistance,10,4.056,noun,resistencia,images/words/2634.webp
2635,frightening,11,4.056,adjective,aterrador/aterradora,images/words/2635.webp
2636,screw,5,4.055,verb,tornillo,images/words/2636.webp
2637,dispute,7,4.055,noun,disputa,images/words/2637.webp
2638,instant,7,4.055,adjective,instantáneo/instantánea,images/words/2638.webp
2639,infection,9,4.054,noun,infección,images/words/2639.webp
2640,sculpture,9,4.054,noun,escultura,images/words/2640.webp
2641,corruption,10,4.054,noun,corrupción,images/words/2641.webp
2642,sympathy,8,4.052,noun,simpatía,images/words/2642.webp
2643,coin,4,4.052,noun,moneda,images/words/2643.webp
2644,lean,4,4.052,adjective,magro/magra,images/words/2644.webp
2645,steak,5,4.052,noun,filete/bistec,images/words/2645.webp
2646,mature,6,4.052,adjective,maduro/madura,images/words/2646.webp
2647,fleet,5,4.051,noun,flota,images/words/2647.webp
2648,divide,6,4.051,verb,dividir,images/words/2648.webp
2649,friendship,10,4.051,noun,amistad,images/words/2649.webp
2650,schedule,8,4.05,noun,horario,images/words/2650.webp
2651,pal,3,4.05,noun,amigo/amiga,images/words/2651.webp
2652,chill,5,4.05,noun,frío,images/words/2652.webp
2653,fiver,5,4.05,noun,billete de cinco,images/words/2653.webp
2654,treble,6,4.05,verb,agudo,images/words/2654.webp
2655,exit,4,4.049,noun,salida,images/words/2655.webp
2656,depend,6,4.049,verb,depender,images/words/2656.webp
2657,emotion,7,4.049,noun,emoción,images/words/2657.webp
2658,flooding,8,4.049,noun,inundación,images/words/2658.webp
2659,concentration,13,4.049,noun,concentración,images/words/2659.webp
2660,institution,11,4.048,noun,institución,images/words/2660.webp
2661,frog,4,4.048,noun,rana,images/words/2661.webp
2662,assure,6,4.047,verb,asegurar,images/words/2662.webp
2663,butcher,7,4.047,noun,carnicero/carnicera,images/words/2663.webp
2664,digital,7,4.047,adjective,digital,images/words/2664.webp
2665,consultant,10,4.047,noun,consultor/consultora,images/words/2665.webp
2666,splendid,8,4.046,adjective,espléndido/espléndida,images/words/2666.webp
2667,glamorous,9,4.046,adjective,glamoroso/glamorosa,images/words/2667.webp
2668,crisp,5,4.046,adjective,crujiente,images/words/2668.webp
2669,scream,6,4.046,verb,gritar,images/words/2669.webp
2670,gig,3,4.045,noun,concierto,images/words/2670.webp
2671,flame,5,4.045,noun,llama,images/words/2671.webp
2672,dough,5,4.045,adjective,masa,images/words/2672.webp
2673,drain,5,4.045,noun,desagüe,images/words/2673.webp
2674,timber,6,4.045,noun,madera,images/words/2674.webp
2675,fairness,8,4.045,noun,justicia,images/words/2675.webp
2676,volunteer,9,4.045,noun,voluntario/voluntaria,images/words/2676.webp
2677,satellite,9,4.044,noun,satélite,images/words/2677.webp
2678,hairy,5,4.044,adjective,peludo/peluda,images/words/2678.webp
2679,glimpse,7,4.044,noun,vistazo,images/words/2679.webp
2680,chilly,6,4.043,adjective,frío/fría,images/words/2680.webp
2681,depression,10,4.043,noun,depresión,images/words/2681.webp
2682,bare,4,4.042,adjective,desnudo/desnuda,images/words/2682.webp
2683,mining,6,4.042,noun,minería,images/words/2683.webp
2684,economics,9,4.041,noun,economía,images/words/2684.webp
2685,considerable,12,4.041,adjective,considerable,images/words/2685.webp
2686,skull,5,4.04,noun,cráneo,images/words/2686.webp
2687,dude,4,4.039,noun,tipo,images/words/2687.webp
2688,fold,4,4.039,verb,doblar,images/words/2688.webp
2689,arena,5,4.039,noun,arena,images/words/2689.webp
2690,arse,4,4.038,noun,culo,images/words/2690.webp
2691,mask,4,4.038,noun,máscara,images/words/2691.webp
2692,warn,4,4.038,verb,advertir,images/words/2692.webp
2693,mould,5,4.038,noun,moho,images/words/2693.webp
2694,habit,5,4.038,noun,habito,images/words/2694.webp
2695,barrier,7,4.038,noun,barrera,images/words/2695.webp
2696,delight,7,4.038,noun,deleite,images/words/2696.webp
2697,terrorist,9,4.038,adjective,terrorista,images/words/2697.webp
2698,damaging,8,4.037,adjective,dañino/dañina,images/words/2698.webp
2699,dull,4,4.037,adjective,aburrido/aburrida,images/words/2699.webp
2700,privacy,7,4.037,noun,privacidad,images/words/2700.webp
2701,hire,4,4.036,verb,contratar,images/words/2701.webp
2702,gross,5,4.036,adjective,bruto/bruta,images/words/2702.webp
2703,picnic,6,4.036,noun,picnic,images/words/2703.webp
2704,rotten,6,4.036,adjective,podrido/podrida,images/words/2704.webp
2705,appalling,9,4.036,adjective,espantoso/espantosa,images/words/2705.webp
2706,worthy,6,4.035,adjective,digno/digna,images/words/2706.webp
2707,lending,7,4.035,noun,préstamo,images/words/2707.webp
2708,fur,3,4.034,noun,piel,images/words/2708.webp
2709,cage,4,4.034,noun,jaula,images/words/2709.webp
2710,flip,4,4.034,verb,voltear,images/words/2710.webp
2711,priest,6,4.034,noun,sacerdote,images/words/2711.webp
2712,sacrifice,9,4.034,noun,sacrificio,images/words/2712.webp
2713,recognition,11,4.034,noun,reconocimiento,images/words/2713.webp
2714,pigeon,6,4.033,noun,paloma,images/words/2714.webp
2715,painter,7,4.033,noun,pintor/pintora,images/words/2715.webp
2716,predict,7,4.033,verb,predecir,images/words/2716.webp
2717,yum,3,4.032,noun,ñam,images/words/2717.webp
2718,tenner,6,4.032,noun,billete de diez,images/words/2718.webp
2719,terrace,7,4.032,noun,terraza,images/words/2719.webp
2720,alert,5,4.031,adjective,alerta,images/words/2720.webp
2721,client,6,4.031,noun,cliente,images/words/2721.webp
2722,ongoing,7,4.031,adjective,en curso,images/words/2722.webp
2723,harvest,7,4.031,noun,cosecha,images/words/2723.webp
2724,temple,6,4.03,noun,templo,images/words/2724.webp
2725,invasion,8,4.03,noun,invasión,images/words/2725.webp
2726,confusion,9,4.03,noun,confusión,images/words/2726.webp
2727,documentary,11,4.029,noun,documental,images/words/2727.webp
2728,thou,4,4.029,noun,tú,images/words/2728.webp
2729,foul,4,4.029,adjective,faltal,images/words/2729.webp
2730,madness,7,4.029,noun,locura,images/words/2730.webp
2731,cab,3,4.028,noun,taxi,images/words/2731.webp
2732,goose,5,4.028,noun,ganso,images/words/2732.webp
2733,scent,5,4.028,noun,aroma,images/words/2733.webp
2734,gravity,7,4.028,noun,gravedad,images/words/2734.webp
2735,connect,7,4.028,verb,conectar,images/words/2735.webp
2736,alliance,8,4.028,noun,alianza,images/words/2736.webp
2737,proportion,10,4.027,noun,proporción,images/words/2737.webp
2738,disability,10,4.027,noun,discapacidad,images/words/2738.webp
2739,herd,4,4.027,noun,manada,images/words/2739.webp
2740,peel,4,4.027,verb,pelar,images/words/2740.webp
2741,combat,6,4.026,noun,combate,images/words/2741.webp
2742,communicate,11,4.026,verb,comunicar,images/words/2742.webp
2743,kitty,5,4.025,noun,gatito,images/words/2743.webp
2744,scoop,5,4.024,verb,cucharada,images/words/2744.webp
2745,shelf,5,4.024,noun,estante,images/words/2745.webp
2746,mercy,5,4.024,noun,misericordia,images/words/2746.webp
2747,resolve,7,4.024,verb,resolver,images/words/2747.webp
2748,universal,9,4.024,adjective,universal,images/words/2748.webp
2749,republican,10,4.023,adjective,republicano/republicana,images/words/2749.webp
2750,refuse,6,4.023,verb,negarse,images/words/2750.webp
2751,sub,3,4.022,noun,substituto,images/words/2751.webp
2752,tart,4,4.022,adjective,tarta,images/words/2752.webp
2753,weigh,5,4.022,verb,pesar,images/words/2753.webp
2754,coastal,7,4.022,adjective,costero/costera,images/words/2754.webp
2755,inevitable,10,4.022,adjective,inevitable,images/words/2755.webp
2756,habitat,7,4.021,noun,hábitat,images/words/2756.webp
2757,vintage,7,4.021,noun,vendimia,images/words/2757.webp
2758,besides,7,4.021,preposition,además de,images/words/2758.webp
2759,thee,4,4.02,noun,ti,images/words/2759.webp
2760,structural,10,4.02,adjective,estructural,images/words/2760.webp
2761,rehearsal,9,4.019,noun,ensayo,images/words/2761.webp
2762,delightful,10,4.019,adjective,encantador/encantadora,images/words/2762.webp
2763,engagement,10,4.019,noun,compromiso,images/words/2763.webp
2764,humble,6,4.019,adjective,humilde,images/words/2764.webp
2765,kettle,6,4.019,noun,tetera,images/words/2765.webp
2766,statue,6,4.019,noun,estatua,images/words/2766.webp
2767,ferry,5,4.018,noun,ferry,images/words/2767.webp
2768,trend,5,4.018,noun,tendencia,images/words/2768.webp
2769,appetite,8,4.018,noun,apetito,images/words/2769.webp
2770,generate,8,4.018,verb,generar,images/words/2770.webp
2771,musician,8,4.017,noun,músico/música,images/words/2771.webp
2772,distinctive,11,4.017,adjective,distintivo/distintiva,images/words/2772.webp
2773,raid,4,4.017,noun,redada,images/words/2773.webp
2774,bidder,6,4.017,noun,licitador/licitadora,images/words/2774.webp
2775,crispy,6,4.017,adjective,crujiente,images/words/2775.webp
2776,assess,6,4.017,verb,evaluar,images/words/2776.webp
2777,weekly,6,4.017,adjective,semanal,images/words/2777.webp
2778,servant,7,4.017,noun,sirviente,images/words/2778.webp
2779,divorce,7,4.017,noun,divorcio,images/words/2779.webp
2780,distant,7,4.017,adjective,distante,images/words/2780.webp
2781,revenge,7,4.017,noun,venganza,images/words/2781.webp
2782,transform,9,4.016,verb,transformar,images/words/2782.webp
2783,tech,4,4.015,noun,tecnología,images/words/2783.webp
2784,surname,7,4.015,noun,apellido,images/words/2784.webp
2785,surgeon,7,4.015,noun,cirujano/cirujana,images/words/2785.webp
2786,lump,4,4.014,noun,bulto,images/words/2786.webp
2787,moo,3,4.013,noun,moo (sonido de vaca),images/words/2787.webp
2788,par,3,4.013,noun,par,images/words/2788.webp
2789,mega,4,4.013,adjective,mega,images/words/2789.webp
2790,acid,4,4.013,noun,ácido,images/words/2790.webp
2791,consensus,9,4.013,noun,consenso,images/words/2791.webp
2792,organise,8,4.012,verb,organizar,images/words/2792.webp
2793,disco,5,4.012,noun,disco,images/words/2793.webp
2794,expand,6,4.011,verb,expandir,images/words/2794.webp
2795,triumph,7,4.011,noun,triunfo,images/words/2795.webp
2796,composer,8,4.011,noun,compositor/compositora,images/words/2796.webp
2797,spacious,8,4.011,adjective,espacioso/espaciosa,images/words/2797.webp
2798,artistic,8,4.01,adjective,artístico/artística,images/words/2798.webp
2799,invisible,9,4.01,adjective,invisible,images/words/2799.webp
2800,assistance,10,4.01,noun,asistencia,images/words/2800.webp
2801,definition,10,4.009,noun,definición,images/words/2801.webp
2802,twin,4,4.009,noun,gemelo/gemela,images/words/2802.webp
2803,supper,6,4.009,noun,cena,images/words/2803.webp
2804,fighter,7,4.009,noun,luchador/luchadora,images/words/2804.webp
2805,con,3,4.008,noun,estafa,images/words/2805.webp
2806,pinch,5,4.008,noun,pellizco,images/words/2806.webp
2807,cop,3,4.007,noun,policía,images/words/2807.webp
2808,cloth,5,4.007,noun,tela,images/words/2808.webp
2809,steep,5,4.007,adjective,empinado/empinada,images/words/2809.webp
2810,ruling,6,4.007,noun,decisión,images/words/2810.webp
2811,instinct,8,4.007,noun,instinto,images/words/2811.webp
2812,scenario,8,4.006,noun,escenario,images/words/2812.webp
2813,secondary,9,4.006,adjective,secundario/secundaria,images/words/2813.webp
2814,muck,4,4.006,noun,estiércol,images/words/2814.webp
2815,frustration,11,4.005,noun,frustración,images/words/2815.webp
2816,sack,4,4.004,noun,saco,images/words/2816.webp
2817,dump,4,4.004,verb,vertedero,images/words/2817.webp
2818,boiler,6,4.004,noun,caldera,images/words/2818.webp
2819,excess,6,4.003,noun,exceso,images/words/2819.webp
2820,footballer,10,4.003,noun,futbolista,images/words/2820.webp
2821,academic,8,4.002,adjective,académico/académica,images/words/2821.webp
2822,melt,4,4.002,verb,derretir,images/words/2822.webp
2823,visual,6,4.002,adjective,visual,images/words/2823.webp
2824,organic,7,4.002,adjective,orgánico/orgánica,images/words/2824.webp
2825,banquet,7,4.002,noun,banquete,images/words/2825.webp
2826,neat,4,4.001,adjective,ordenado/ordenada,images/words/2826.webp
2827,cocktail,8,4.001,noun,cóctel,images/words/2827.webp
2828,indication,10,4.001,noun,indicación,images/words/2828.webp
2829,apprentice,10,4.001,noun,aprendiz/aprendiza,images/words/2829.webp
2830,lightning,9,4,noun,relámpago,images/words/2830.webp
2831,arrangement,11,4,noun,arreglo,images/words/2831.webp
2832,rhyme,5,4,noun,rima,images/words/2832.webp
2833,throne,6,4,noun,trono,images/words/2833.webp
2834,bolt,4,3.999,noun,perno,images/words/2834.webp
2835,dairy,5,3.999,noun,lácteo,images/words/2835.webp
2836,pearl,5,3.999,noun,perla,images/words/2836.webp
2837,holder,6,3.999,noun,tenedor/titular,images/words/2837.webp
2838,misery,6,3.999,noun,miseria,images/words/2838.webp
2839,torture,7,3.999,verb,torturar,images/words/2839.webp
2840,offensive,9,3.999,adjective,ofensivo/ofensiva,images/words/2840.webp
2841,involvement,11,3.998,noun,participación,images/words/2841.webp
2842,slap,4,3.998,noun,bofetada,images/words/2842.webp
2843,silk,4,3.997,noun,seda,images/words/2843.webp
2844,dirt,4,3.997,noun,suciedad,images/words/2844.webp
2845,mash,4,3.997,noun,puré,images/words/2845.webp
2846,strain,6,3.997,noun,tensión,images/words/2846.webp
2847,fantasy,7,3.996,noun,fantasía,images/words/2847.webp
2848,lighting,8,3.996,noun,iluminación,images/words/2848.webp
2849,transition,10,3.996,noun,transición,images/words/2849.webp
2850,pathetic,8,3.995,adjective,patético/patética,images/words/2850.webp
2851,wipe,4,3.995,verb,limpiar,images/words/2851.webp
2852,consideration,13,3.994,noun,consideración,images/words/2852.webp
2853,sufficient,10,3.993,adjective,suficiente,images/words/2853.webp
2854,brutal,6,3.993,adjective,brutal,images/words/2854.webp
2855,fragile,7,3.992,adjective,frágil,images/words/2855.webp
2856,establishment,13,3.992,noun,establecimiento,images/words/2856.webp
2857,preserve,8,3.991,verb,conservar,images/words/2857.webp
2858,exceptional,11,3.991,adjective,excepcional,images/words/2858.webp
2859,fever,5,3.991,noun,fiebre,images/words/2859.webp
2860,insist,6,3.991,verb,insistir,images/words/2860.webp
2861,nut,3,3.99,noun,nuez,images/words/2861.webp
2862,chart,5,3.99,noun,gráfico,images/words/2862.webp
2863,donkey,6,3.99,noun,burro,images/words/2863.webp
2864,attraction,10,3.99,noun,atracción,images/words/2864.webp
2865,expertise,9,3.989,noun,experticia,images/words/2865.webp
2866,millionaire,11,3.989,noun,millonario/millonaria,images/words/2866.webp
2867,enthusiastic,12,3.988,adjective,entusiasta,images/words/2867.webp
2868,crap,4,3.988,noun,porquería,images/words/2868.webp
2869,dash,4,3.988,noun,guion,images/words/2869.webp
2870,pine,4,3.987,verb,pino,images/words/2870.webp
2871,vanilla,7,3.987,noun,vainilla,images/words/2871.webp
2872,photographer,12,3.987,noun,fotógrafo/fotógrafa,images/words/2872.webp
2873,strawberry,10,3.986,noun,fresa,images/words/2873.webp
2874,description,11,3.986,noun,descripción,images/words/2874.webp
2875,organ,5,3.986,noun,órgano,images/words/2875.webp
2876,convert,7,3.986,verb,convertir,images/words/2876.webp
2877,destiny,7,3.986,noun,destino,images/words/2877.webp
2878,soviet,6,3.985,adjective,soviético/soviética,images/words/2878.webp
2879,catalogue,9,3.985,noun,catálogo,images/words/2879.webp
2880,controversy,11,3.985,noun,controversia,images/words/2880.webp
2881,spiritual,9,3.984,adjective,espiritual,images/words/2881.webp
